province,latitude,longitude,rainfall,soil_ph,crop,yield,year
East Nusa Tenggara,-9.4965,124.9902,1285,6.04,Corn,4.42,2023
North Sulawesi,0.6505,123.6161,2487,5.96,Coconut,3.68,2017
South Kalimantan,-3.707,115.6844,2915,6.06,Rice,5.19,2015
Lampung,-5.1454,105.8026,1994,5.88,Coffee,1.64,2017
Central Sulawesi,-0.9647,122.6303,2150,5.04,Cocoa,1.55,2024
East Kalimantan,0.1052,116.2375,2675,5.97,Rice,4.34,2015
North Sulawesi,0.6072,123.9753,2506,5.71,Cloves,0.93,2015
Aceh,4.4405,97.8878,2687,5.56,Rice,4.97,2023
Gorontalo,0.6487,121.8329,2324,5.5,Cashew,0.89,2023
Southeast Sulawesi,-4.6007,121.6067,2099,5.74,Cashew,0.96,2017
North Maluku,-1.7698,124.6481,2731,5.54,Rice,4.54,2017
West Java,-7.3293,107.9735,2804,4.5,Tea,1.76,2016
West Nusa Tenggara,-8.5133,116.5246,1666,5.61,Rice,4.95,2019
South Sumatra,-2.722,104.5692,1850,4.8,Rubber,0.77,2024
Gorontalo,0.8208,122.4353,2680,6.31,Corn,3.66,2020
Papua,-7.8585,138.5761,3928,5.27,Sago,9.59,2020
North Kalimantan,3.9803,117.0255,2918,4.87,Palm Oil,3.24,2023
Papua,-5.5305,139.5784,3471,5.5,Sweet Potato,15.01,2019
East Nusa Tenggara,-8.7351,121.893,1567,5.61,Cassava,9.1,2022
Riau,-0.1151,101.5334,2409,4.72,Rubber,0.83,2024
West Sumatra,-1.4072,101.2487,2549,5.71,Rice,4.74,2018
Aceh,5.1872,96.8532,2724,5.53,Corn,3.97,2019
North Maluku,1.2681,127.4688,2881,6.42,Coconut,3.5,2015
Aceh,4.3357,98.0715,2522,6.19,Corn,5.01,2019
Gorontalo,0.7265,121.5281,2262,6.07,Corn,4.4,2018
North Kalimantan,1.9352,115.9877,2657,5.96,Rice,4.82,2019
West Sumatra,-0.704,101.3687,2753,5.42,Rice,5.21,2023
South Sulawesi,-2.6445,121.4807,1905,5.04,Cocoa,1.48,2022
West Papua,-0.1791,130.9477,3679,5.76,Rice,4.35,2015
Central Sulawesi,1.054,121.359,2511,5.68,Cocoa,1.83,2022
South Sulawesi,-2.0854,120.1981,2327,5.08,Cocoa,1.55,2024
West Kalimantan,-0.1329,109.69,3082,4.5,Rubber,0.89,2023
West Nusa Tenggara,-8.3328,116.5577,1766,5.5,Rice,4.9,2018
Aceh,4.6982,97.2049,2578,5.45,Rice,5.0,2020
West Nusa Tenggara,-8.4376,118.3378,1735,5.22,Rice,4.68,2015
East Kalimantan,0.5785,117.1492,2612,5.79,Rice,4.8,2020
Banten,-6.779,106.4655,2263,5.27,Rice,4.57,2024
Jakarta Special Capital Region,-6.192,106.9564,1845,6.44,Urban Vegetables,4.87,2022
North Sulawesi,0.803,124.4657,2337,5.66,Rice,4.85,2019
Papua,-4.6869,137.6266,3451,5.66,Cassava,8.81,2020
West Kalimantan,1.0221,113.7519,3215,5.18,Palm Oil,3.87,2023
South Sumatra,-2.6763,104.8419,2023,5.16,Rubber,0.88,2021
North Kalimantan,1.9224,115.2288,3116,4.87,Rubber,0.82,2019
Southeast Sulawesi,-4.3464,122.5384,1992,5.37,Rice,4.26,2024
Central Kalimantan,-1.5578,111.5053,3152,5.46,Rice,4.48,2021
Central Kalimantan,-0.8327,114.0736,2423,5.52,Palm Oil,3.25,2022
South Sumatra,-2.4836,103.501,2272,4.5,Palm Oil,3.66,2024
Gorontalo,0.4959,121.7474,2158,6.62,Soybeans,2.4,2022
Lampung,-5.4526,104.7139,2209,5.58,Rice,4.23,2024
East Kalimantan,1.5047,116.1944,2749,5.11,Rubber,1.06,2023
East Nusa Tenggara,-8.7289,120.0652,1313,5.79,Rice,4.98,2021
Bali,-8.2313,115.5248,1924,5.46,Coffee,1.51,2020
West Sulawesi,-1.9292,119.5601,2402,6.34,Coconut,3.3,2018
Lampung,-4.6117,104.379,2275,5.4,Coffee,1.19,2018
Special Region of Yogyakarta,-7.7188,110.4512,2677,5.38,Rice,5.33,2024
Papua,-4.1543,140.6017,3601,5.54,Sweet Potato,15.4,2016
Bengkulu,-2.4388,101.2549,2172,5.0,Rice,4.4,2023
Maluku,-3.6557,130.5376,3138,5.86,Rice,4.34,2017
West Nusa Tenggara,-8.6639,117.6184,1453,6.4,Corn,3.79,2020
East Kalimantan,1.7542,117.2706,3299,5.74,Rice,4.22,2016
East Java,-6.9843,113.0145,2362,6.5,Tobacco,1.79,2023
Bali,-8.2684,114.8693,1836,5.74,Coffee,1.35,2017
West Sumatra,-1.2649,98.8004,2695,5.7,Rice,5.2,2024
Jakarta Special Capital Region,-6.3325,106.8466,1851,5.5,Fruit,4.22,2022
West Papua,-0.3197,130.144,3309,5.65,Rice,4.42,2015
Maluku,-6.0138,134.5421,2798,6.36,Coconut,3.71,2018
Bengkulu,-2.7086,101.4436,2187,5.3,Rice,4.23,2015
Southeast Sulawesi,-3.3381,121.7613,2351,5.6,Rice,4.65,2015
South Kalimantan,-2.0585,115.7292,2646,5.2,Rubber,0.85,2015
Jambi,-2.1158,102.8836,2413,5.0,Rice,4.7,2020
Riau,0.9731,100.4627,2666,4.89,Palm Oil,3.6,2016
Bangka-Belitung Islands,-1.7919,105.48,2442,6.01,Pepper,0.99,2018
East Java,-7.1461,112.2423,2414,5.71,Tobacco,2.0,2022
Gorontalo,0.814,122.5936,2239,5.98,Corn,4.77,2024
Central Java,-6.9826,108.848,2794,5.68,Rice,5.13,2015
South Sumatra,-2.4814,105.5482,2211,5.07,Rubber,0.92,2015
West Papua,-2.8546,133.3992,3431,4.83,Cassava,8.33,2017
East Java,-7.8994,112.037,2694,5.79,Rice,4.28,2020
Gorontalo,0.8428,122.0743,2145,6.32,Cashew,0.89,2020
Central Kalimantan,-1.3981,112.335,2997,4.76,Rubber,1.02,2024
Riau,-0.0267,102.8897,2771,6.37,Coconut,3.45,2020
Lampung,-4.3109,105.3254,2078,5.47,Rice,5.04,2018
Bengkulu,-3.5457,102.1001,2390,4.82,Cinnamon,0.73,2017
Bali,-8.2288,114.5417,2199,5.09,Rice,4.16,2024
East Kalimantan,-0.7673,117.3876,2713,6.23,Rice,4.88,2017
North Kalimantan,3.2077,116.2468,2546,5.47,Rice,4.56,2020
Papua,-4.7641,137.2324,3500,5.25,Rice,5.09,2022
North Sumatra,3.8528,98.4325,2358,5.13,Palm Oil,3.09,2016
Bengkulu,-4.395,103.5728,2327,5.68,Coffee,1.4,2016
Jambi,-2.3199,101.9628,2371,5.26,Rubber,0.97,2015
East Kalimantan,0.8189,115.5388,3004,5.15,Palm Oil,3.91,2017
Papua,-6.9813,140.2335,3465,5.49,Rice,4.24,2024
Central Sulawesi,-1.1864,119.9385,2475,5.47,Cocoa,1.63,2024
Papua,-6.7101,138.9551,3474,5.68,Rice,4.7,2020
Central Kalimantan,-1.8448,114.0753,3067,4.85,Rubber,0.99,2020
Banten,-6.7783,105.369,1924,5.0,Rice,4.83,2024
Bangka-Belitung Islands,-1.9688,105.7969,1726,5.76,Pepper,0.97,2022
Special Region of Yogyakarta,-7.6426,110.4272,2617,6.24,Corn,4.88,2022
South Sumatra,-4.2019,104.2434,2196,5.21,Rice,4.68,2020
Bali,-8.516,115.2433,2090,5.36,Rice,4.72,2017
Jakarta Special Capital Region,-6.1271,106.7043,2078,5.5,Fruit,3.57,2019
Southeast Sulawesi,-4.2204,122.314,2020,5.0,Cocoa,1.63,2024
Bangka-Belitung Islands,-2.8396,108.2055,2214,5.8,Pepper,1.06,2017
East Java,-8.4509,113.9274,2396,6.49,Corn,4.65,2017
Central Sulawesi,-1.0466,122.1331,2405,5.4,Cocoa,1.99,2020
Southeast Sulawesi,-4.7656,121.8885,1903,5.0,Cocoa,1.49,2019
West Sumatra,-0.4762,100.7926,2721,5.4,Rice,4.71,2020
Central Java,-7.0488,111.4744,2925,6.44,Sugarcane,7.13,2019
East Java,-7.2541,111.7503,2541,5.21,Rice,5.26,2020
West Nusa Tenggara,-8.5624,116.4564,2167,5.4,Rice,3.83,2021
East Kalimantan,-0.5236,116.7494,2939,4.96,Rubber,0.87,2017
Gorontalo,0.8447,121.5366,2361,5.71,Corn,4.36,2018
West Sumatra,0.1314,100.5891,2790,4.79,Tea,1.9,2017
Central Java,-7.5394,109.1538,2805,6.43,Corn,4.32,2018
Jambi,-2.5572,102.3125,2153,4.84,Rubber,0.89,2019
North Maluku,2.3131,128.3298,2851,6.68,Coconut,3.8,2024
Jakarta Special Capital Region,-6.187,106.779,1772,6.63,Urban Vegetables,4.65,2016
West Sumatra,0.3384,100.3875,2648,5.18,Cinnamon,0.71,2023
East Java,-8.0684,113.4167,2138,6.19,Corn,3.47,2024
Maluku,-3.2025,130.1679,2674,5.0,Cloves,0.85,2015
South Sulawesi,-3.1389,119.6874,2259,6.04,Corn,4.4,2020
Bali,-8.3909,115.7086,2043,5.71,Rice,5.33,2016
Papua,-4.3148,137.84,4219,5.38,Cassava,8.72,2017
Jambi,-1.5089,103.3338,2472,5.16,Coffee,1.26,2023
Southeast Sulawesi,-3.6349,122.178,2139,5.58,Cashew,0.95,2022
Bangka-Belitung Islands,-2.6254,106.4958,1987,5.4,Rubber,0.94,2023
Jambi,-1.8954,101.9099,2635,5.29,Rubber,0.82,2015
Banten,-6.6694,105.9118,1539,5.89,Corn,3.43,2020
West Nusa Tenggara,-8.7873,117.9588,2340,5.98,Corn,3.85,2019
Central Java,-7.417,110.2291,3011,6.6,Corn,3.9,2023
Riau,0.6786,100.3054,2603,4.65,Palm Oil,3.89,2022
Central Sulawesi,-0.6521,119.9656,1882,5.31,Cocoa,1.57,2023
Central Sulawesi,-2.9409,122.2718,2237,5.8,Rice,4.45,2015
South Sulawesi,-3.6868,120.3242,1950,5.22,Cocoa,1.71,2019
East Kalimantan,1.1959,116.2101,2801,5.21,Rubber,0.99,2021
East Nusa Tenggara,-8.4713,120.5225,1127,5.86,Cocoa,1.53,2015
West Nusa Tenggara,-8.6619,119.0146,1670,5.5,Corn,4.06,2021
East Java,-8.2079,111.4053,2475,5.7,Rice,4.94,2021
West Java,-6.8998,108.7551,3032,5.41,Tea,1.75,2015
Gorontalo,0.7132,121.7588,2252,5.46,Rice,5.43,2020
West Sumatra,0.3602,100.0453,2479,5.9,Rice,4.31,2017
Southeast Sulawesi,-4.2374,122.6425,2136,5.47,Rice,4.78,2018
Special Region of Yogyakarta,-8.0781,110.5285,2319,6.13,Rice,4.25,2020
West Nusa Tenggara,-8.2892,118.1614,1554,5.92,Corn,4.1,2018
Jakarta Special Capital Region,-6.2579,106.8395,1871,5.5,Fruit,3.53,2019
West Papua,-1.3081,131.1996,3196,4.74,Cassava,8.66,2021
East Nusa Tenggara,-8.6404,121.5355,1474,4.99,Cassava,9.05,2022
Gorontalo,0.5507,123.5055,2885,5.8,Corn,3.78,2018
West Sumatra,-1.7598,100.8653,2515,4.63,Tea,1.96,2019
North Sumatra,1.1589,99.7612,2848,5.06,Palm Oil,4.05,2016
West Sumatra,-0.6676,100.3448,2822,4.51,Cinnamon,0.7,2019
West Sumatra,-1.2027,101.5546,2423,5.16,Rice,3.82,2016
West Kalimantan,-0.5257,112.0224,2755,5.01,Palm Oil,3.35,2019
Riau,1.0713,101.9472,2499,5.96,Coconut,3.48,2022
Papua,-5.9045,138.6487,3828,5.44,Sago,10.91,2024
North Kalimantan,1.4464,115.8311,2633,4.69,Palm Oil,3.9,2016
Aceh,3.8774,96.8741,2386,5.42,Coffee,1.28,2018
West Papua,-1.3056,130.8483,3368,5.73,Sweet Potato,15.44,2018
West Nusa Tenggara,-8.7202,117.5022,1659,5.33,Rice,5.05,2021
West Sumatra,-0.2237,100.5384,2572,5.01,Cinnamon,0.79,2016
North Maluku,0.5847,128.0035,2872,5.48,Rice,4.58,2015
Bali,-8.1801,114.7724,2354,5.45,Rice,4.15,2016
Bali,-8.3601,114.9636,1767,5.78,Rice,4.72,2023
Central Sulawesi,0.8553,120.641,2196,5.4,Rice,4.47,2024
Gorontalo,0.9298,122.6378,1809,6.37,Corn,3.8,2021
Papua,-4.2579,135.8902,3719,4.64,Sago,11.82,2023
West Java,-7.1461,107.2973,2695,5.42,Tea,1.76,2023
South Sumatra,-2.5884,104.4823,2012,4.65,Rubber,0.97,2022
East Kalimantan,0.1141,116.8909,2346,5.14,Palm Oil,3.06,2015
North Kalimantan,2.6232,117.3855,2639,5.8,Rice,5.31,2023
West Sulawesi,-2.3931,119.297,1920,5.0,Cocoa,1.35,2016
West Sulawesi,-1.5931,119.3734,2290,6.55,Coconut,3.6,2020
Lampung,-4.8202,104.545,1665,6.52,Sugarcane,5.98,2021
Bali,-8.3164,115.5928,2104,6.27,Fruit,3.67,2021
North Kalimantan,1.3209,115.1533,2685,4.5,Palm Oil,3.37,2015
Riau,0.0221,102.5245,2569,6.77,Coconut,3.89,2016
Central Sulawesi,-1.6737,120.7753,2191,5.73,Corn,3.81,2023
Aceh,5.1307,97.1102,2444,5.0,Rice,4.91,2022
North Sumatra,1.5711,100.0835,3134,4.73,Palm Oil,3.5,2020
South Sumatra,-2.2916,103.4859,2301,5.62,Rice,4.62,2017
East Kalimantan,-1.7613,116.0736,3051,5.33,Rubber,0.8,2017
Central Java,-7.6001,109.4194,2750,5.42,Rice,4.52,2021
Jakarta Special Capital Region,-6.2157,106.7401,1959,5.5,Fruit,3.58,2017
North Maluku,1.1696,127.5235,2909,5.07,Rice,4.19,2022
North Maluku,1.3032,127.8785,3050,6.55,Coconut,3.49,2015
Maluku,-3.4841,126.2208,3128,5.42,Cloves,0.98,2017
Southeast Sulawesi,-4.5624,122.9385,1749,5.74,Cashew,0.84,2015
West Java,-7.3627,107.4162,3131,5.74,Coffee,1.47,2021
West Papua,-2.7028,132.9757,3736,5.37,Sago,9.85,2015
Special Region of Yogyakarta,-7.9849,110.7225,2506,5.97,Corn,3.86,2019
West Kalimantan,-2.7831,110.7403,3220,4.5,Palm Oil,3.83,2018
Maluku,-3.7226,130.6589,3334,5.53,Cloves,0.79,2017
Bengkulu,-4.3319,102.9797,2545,5.23,Rice,4.04,2016
Jakarta Special Capital Region,-6.1497,106.6938,2048,6.5,Fruit,3.09,2015
Jambi,-1.3185,102.1994,2135,5.93,Coffee,1.35,2016
West Sumatra,-1.4255,101.4872,2660,5.0,Rice,4.59,2024
Central Java,-7.5111,109.9507,2898,5.95,Rice,5.21,2020
East Nusa Tenggara,-9.9951,124.0429,1229,5.65,Cocoa,1.91,2019
Banten,-6.2796,106.3657,1646,5.0,Rice,3.96,2021
North Sumatra,2.7762,99.3109,2787,4.91,Rubber,0.99,2022
Banten,-6.7317,105.7946,1856,6.59,Coconut,3.91,2018
Bali,-8.3865,114.5947,2206,6.0,Coffee,1.37,2016
Lampung,-5.3241,105.0976,1915,5.53,Rice,5.02,2023
Southeast Sulawesi,-2.936,121.1288,2010,6.12,Rice,5.06,2020
West Kalimantan,-1.1729,110.9313,3032,6.26,Rice,4.15,2021
Bangka-Belitung Islands,-2.8279,106.5558,2086,4.5,Rubber,0.98,2022
Jambi,-2.0669,103.0194,2673,5.24,Rubber,0.86,2016
Central Sulawesi,-1.0098,120.3621,2570,6.07,Rice,4.7,2016
Central Kalimantan,-1.3639,112.9075,3057,4.93,Palm Oil,4.28,2022
West Nusa Tenggara,-8.5177,117.0367,1985,6.2,Soybeans,2.07,2021
Gorontalo,0.6121,121.6498,2437,5.5,Cashew,0.93,2020
South Sumatra,-2.536,105.2383,2269,4.76,Palm Oil,3.51,2021
Special Region of Yogyakarta,-7.6508,110.4545,3027,5.88,Rice,4.63,2021
North Sumatra,2.6286,98.9597,2847,5.75,Rice,5.45,2018
West Java,-7.6418,108.711,2791,5.41,Tea,1.88,2023
West Papua,-2.0803,134.3541,3878,5.69,Rice,4.13,2024
North Sumatra,2.3806,99.4836,3038,4.63,Palm Oil,3.23,2024
West Nusa Tenggara,-8.3095,116.5897,1640,6.36,Soybeans,2.41,2018
South Kalimantan,-3.3987,116.218,2981,5.51,Rice,4.84,2021
South Kalimantan,-3.3738,114.5186,3007,5.82,Rice,4.39,2016
East Java,-6.8921,113.625,2300,5.89,Rice,4.9,2017
West Java,-7.2936,107.5453,3166,5.73,Rice,4.69,2022
Central Kalimantan,-2.0164,112.8496,3230,5.28,Rice,4.11,2020
East Kalimantan,2.1992,116.5974,2888,4.78,Rubber,0.92,2021
North Sumatra,2.2977,99.4942,2537,4.71,Palm Oil,3.42,2022
Gorontalo,0.72,122.7162,2111,6.09,Soybeans,2.49,2020
Southeast Sulawesi,-3.4802,121.1915,2037,5.4,Cocoa,1.62,2022
North Maluku,1.4928,127.8453,2725,5.72,Coconut,3.36,2021
Jakarta Special Capital Region,-6.3321,106.8785,2028,5.75,Fruit,3.73,2015
Aceh,4.7826,96.8143,2458,5.48,Coffee,1.35,2023
West Java,-6.3753,107.8247,3036,6.02,Coffee,1.47,2021
East Kalimantan,-0.532,116.0022,2895,4.99,Palm Oil,3.68,2015
South Kalimantan,-2.4554,115.2934,3335,5.71,Rice,4.18,2020
Riau,0.6776,100.1994,2570,5.34,Rubber,0.99,2019
Papua,-3.6455,137.8375,3649,5.56,Cassava,10.42,2018
Central Java,-6.9254,110.1525,3289,6.09,Corn,3.41,2023
North Sulawesi,4.3917,126.7235,2436,5.53,Cloves,0.98,2015
Jakarta Special Capital Region,-6.1432,106.6893,2014,5.55,Fruit,3.12,2015
Central Java,-6.9215,111.4877,2406,6.28,Sugarcane,5.59,2019
Aceh,4.8471,95.9381,2163,5.82,Corn,3.92,2021
Aceh,4.5809,97.0987,2600,5.38,Coffee,1.36,2017
West Java,-7.7409,108.2722,2702,5.68,Coffee,1.26,2024
Bali,-8.7184,115.1706,2272,5.23,Coffee,1.4,2016
South Sumatra,-2.8754,105.0418,2284,5.55,Rice,4.35,2024
Aceh,4.7739,97.2362,2670,6.27,Corn,4.16,2022
South Kalimantan,-3.5535,114.7882,3320,5.46,Rice,4.1,2024
Papua,-7.3289,139.3316,3621,5.07,Sago,12.03,2018
Bali,-8.5044,115.0064,2094,6.14,Rice,4.99,2022
Central Sulawesi,-1.7931,121.4414,2130,5.99,Corn,3.68,2015
South Sulawesi,-3.2146,119.6296,2475,5.71,Cocoa,1.51,2017
North Sumatra,1.3618,99.007,2707,5.21,Rubber,0.99,2021
Jambi,-2.1301,102.6464,2468,5.6,Rubber,0.92,2017
West Sumatra,-2.0875,101.2639,2684,4.91,Tea,2.04,2023
South Sumatra,-3.5407,105.4666,2648,4.98,Palm Oil,3.23,2024
Central Java,-7.1359,111.3497,2809,6.44,Corn,4.57,2018
East Nusa Tenggara,-9.6717,124.3509,1246,5.82,Cassava,8.52,2023
Southeast Sulawesi,-4.1713,121.8366,2136,5.17,Cocoa,1.87,2020
North Sumatra,2.5132,98.4195,2572,5.18,Rubber,0.91,2023
Southeast Sulawesi,-3.9995,123.0385,2253,5.25,Rice,4.96,2022
Jambi,-1.3063,101.7281,2515,5.15,Rice,4.68,2018
West Nusa Tenggara,-8.2021,118.1103,1836,6.19,Corn,4.54,2019
Papua,-2.1965,137.024,3941,5.0,Sago,9.94,2016
Southeast Sulawesi,-3.423,121.4464,1804,5.03,Rice,4.41,2024
Central Kalimantan,-1.3291,114.2993,2727,5.53,Rubber,0.82,2021
Bengkulu,-4.4838,103.459,2609,5.7,Coffee,1.19,2018
Bali,-8.6107,115.2154,2344,5.75,Rice,5.01,2019
Bali,-8.6857,115.5715,2080,5.61,Rice,5.19,2019
Special Region of Yogyakarta,-8.0159,110.7437,2631,6.0,Soybeans,2.29,2022
Central Kalimantan,-2.4413,114.0679,3052,5.18,Palm Oil,4.27,2018
Banten,-6.92,106.2983,2149,5.73,Rice,4.56,2016
Bengkulu,-2.4347,101.1143,2227,5.04,Coffee,1.33,2024
South Kalimantan,-3.1585,115.78,2914,5.95,Rice,4.46,2016
Bangka-Belitung Islands,-2.7486,107.8567,1871,5.13,Rubber,0.9,2018
South Kalimantan,-3.6242,115.684,2931,4.87,Rubber,0.93,2023
East Kalimantan,1.0163,114.6235,2682,5.26,Rubber,1.02,2018
Southeast Sulawesi,-4.0534,122.27,1873,5.5,Cocoa,1.54,2017
West Nusa Tenggara,-8.7844,116.2501,1620,6.77,Soybeans,2.13,2016
South Sumatra,-3.0681,105.2891,2607,4.59,Palm Oil,3.2,2023
Riau,1.008,100.6583,2706,4.93,Rubber,0.94,2017
West Java,-6.575,106.4905,3196,5.28,Rice,4.78,2024
East Nusa Tenggara,-8.5862,122.6874,1446,5.09,Cassava,10.13,2018
Riau,1.6381,101.4394,2558,6.09,Coconut,3.82,2017
East Java,-7.9941,114.0353,2664,5.71,Tobacco,1.73,2019
East Nusa Tenggara,-8.5729,120.6338,1430,5.25,Rice,5.03,2023
South Kalimantan,-3.3288,114.8135,2877,5.29,Palm Oil,4.03,2015
East Kalimantan,-1.1262,116.7845,2647,5.75,Rice,4.82,2018
West Java,-6.8974,107.0034,3306,5.52,Rice,3.75,2015
Jambi,-1.7019,104.1179,2634,6.0,Rice,4.85,2019
Jakarta Special Capital Region,-6.1713,106.826,1636,5.5,Fruit,3.58,2018
Lampung,-5.1786,105.7901,2020,5.24,Rice,4.51,2022
East Java,-6.908,111.7239,2873,5.74,Rice,4.39,2017
Riau,0.2214,101.577,2439,6.06,Coconut,3.51,2017
North Sumatra,3.8968,98.4746,3017,5.38,Rice,4.86,2019
Central Java,-7.2165,110.2157,2802,5.97,Rice,4.91,2022
Jambi,-1.6501,101.9592,2303,5.09,Rubber,0.96,2018
Lampung,-4.1399,105.7928,1996,5.8,Coffee,1.61,2018
Aceh,4.1849,96.5438,2618,5.53,Rice,4.54,2018
West Nusa Tenggara,-8.6951,118.6663,1792,5.79,Corn,4.73,2022
West Sumatra,-1.9522,100.9897,2404,5.68,Rice,4.51,2018
Papua,-5.2889,139.5201,3978,5.73,Sweet Potato,12.22,2015
Jambi,-1.3418,102.7956,2245,5.24,Coffee,1.36,2020
Lampung,-3.9397,105.4636,2084,6.23,Sugarcane,6.93,2023
Special Region of Yogyakarta,-7.9033,110.0606,2665,5.41,Rice,5.42,2021
South Kalimantan,-3.178,114.8423,2913,4.66,Palm Oil,3.7,2021
West Java,-7.3181,108.5321,3022,5.94,Coffee,1.67,2022
West Java,-7.0501,107.9765,2749,5.25,Rice,3.97,2019
East Nusa Tenggara,-10.275,123.3516,1665,5.37,Rice,3.97,2019
Bangka-Belitung Islands,-2.7625,108.0642,2327,5.65,Rice,4.23,2016
West Sumatra,-1.6074,99.0865,2667,5.08,Cinnamon,0.72,2016
South Sumatra,-2.9889,104.8705,2023,5.04,Palm Oil,3.86,2020
Central Java,-7.195,109.8283,2717,5.78,Corn,4.26,2022
Gorontalo,0.7283,122.849,2347,5.82,Corn,4.01,2022
South Kalimantan,-2.5822,114.8525,2868,4.87,Palm Oil,3.62,2016
West Nusa Tenggara,-8.4834,117.3512,2118,5.76,Rice,4.22,2020
Bali,-8.2696,114.6604,2292,5.64,Rice,4.68,2017
West Kalimantan,0.7771,113.7218,2844,6.2,Rice,4.11,2022
Bali,-8.408,114.8112,2087,5.48,Rice,5.41,2020
Central Sulawesi,-1.9341,120.0067,2483,5.7,Cocoa,1.69,2018
Jakarta Special Capital Region,-6.3135,106.9063,1795,6.18,Fruit,4.33,2019
North Sumatra,0.6898,99.6398,2996,5.13,Rice,4.22,2021
North Maluku,2.2148,128.3893,2665,6.64,Coconut,3.52,2018
Gorontalo,0.8013,121.783,1737,5.61,Cashew,0.72,2022
Special Region of Yogyakarta,-7.8542,110.0938,2401,6.02,Corn,4.05,2024
West Java,-6.8005,106.4804,2931,5.56,Rice,5.03,2023
Jambi,-1.2158,104.3156,2259,5.02,Coffee,1.37,2023
West Kalimantan,-0.4035,113.1214,3638,5.63,Rubber,0.85,2024
North Sumatra,3.5081,98.2081,2567,5.72,Rubber,0.85,2015
West Kalimantan,0.6503,112.2851,3100,5.61,Rice,4.87,2024
South Sulawesi,-2.5469,121.4451,2147,5.2,Rice,5.08,2022
Jambi,-1.3047,102.2899,2566,5.39,Coffee,1.46,2023
East Java,-7.7811,113.6334,2395,5.78,Corn,4.47,2023
Jambi,-1.3733,102.2034,2221,5.21,Rice,4.65,2016
North Maluku,-0.3397,127.9307,2782,5.79,Coconut,3.98,2022
West Kalimantan,-1.04,111.3524,3131,5.5,Rubber,0.99,2023
West Sulawesi,-3.2984,119.0688,2439,5.49,Cocoa,1.59,2015
Gorontalo,0.8242,122.5062,2282,6.06,Rice,4.73,2020
Central Sulawesi,-1.5908,120.5811,2474,5.0,Cocoa,1.66,2023
Special Region of Yogyakarta,-7.6635,110.2367,2414,6.6,Soybeans,2.24,2017
East Kalimantan,-0.645,116.6472,2950,4.9,Palm Oil,3.4,2023
South Sulawesi,-3.7428,120.1562,2258,5.79,Cashew,1.06,2017
Riau Islands,3.8745,108.1143,2463,5.75,Coconut,3.39,2015
Central Sulawesi,-0.9667,122.5484,2355,6.54,Corn,4.2,2015
Riau,0.3006,102.9098,2473,5.07,Palm Oil,3.65,2019
Aceh,4.6069,95.9201,2348,6.16,Corn,4.45,2019
West Java,-6.418,106.682,2947,5.39,Coffee,1.45,2023
Central Kalimantan,-1.6045,114.3728,3246,5.35,Palm Oil,3.73,2024
Aceh,4.3122,98.0936,2379,5.8,Rice,4.42,2017
Central Sulawesi,-2.1065,121.4785,2507,5.44,Cocoa,1.62,2020
South Kalimantan,-3.4604,114.4461,2556,5.93,Rice,3.98,2021
Aceh,3.55,97.5194,2366,5.29,Rice,4.65,2022
Special Region of Yogyakarta,-8.0873,110.6581,3227,6.55,Soybeans,2.05,2019
Bengkulu,-3.886,102.5042,2202,5.0,Rice,4.79,2022
Central Java,-6.7793,111.5306,3077,5.82,Corn,3.96,2018
South Sulawesi,-3.738,120.3551,1919,5.0,Cocoa,1.64,2024
Bangka-Belitung Islands,-1.894,105.3937,2343,5.03,Rubber,0.88,2024
West Sulawesi,-1.7424,119.3385,2128,6.14,Coconut,3.71,2024
Lampung,-5.4411,104.7924,1879,5.79,Coffee,1.53,2015
East Nusa Tenggara,-10.6064,121.839,1364,5.54,Cassava,9.48,2020
West Sulawesi,-2.9337,119.0244,2383,5.6,Rice,4.63,2021
Papua,-4.1644,135.6586,3527,5.43,Sago,11.32,2017
North Sumatra,2.8634,99.0547,2701,5.0,Rice,4.13,2024
Bali,-8.4732,115.2374,2019,5.76,Rice,5.25,2017
West Nusa Tenggara,-8.4664,118.9394,1972,6.14,Soybeans,2.35,2021
North Kalimantan,1.9633,115.0851,2458,5.25,Rubber,0.88,2016
East Kalimantan,1.3983,117.6795,2812,5.17,Rubber,0.96,2022
Aceh,3.624,97.233,2683,6.51,Corn,3.77,2016
North Maluku,0.6445,127.667,2641,5.87,Coconut,3.32,2024
West Kalimantan,0.3089,112.8899,2991,5.4,Rubber,0.98,2018
East Kalimantan,2.5765,117.0864,3069,4.98,Rubber,0.85,2024
North Sulawesi,3.4835,125.5706,2411,5.49,Cloves,1.06,2024
South Sumatra,-3.1135,105.9923,2261,5.03,Palm Oil,3.54,2022
Central Sulawesi,-1.4603,122.0596,2141,5.35,Cocoa,1.7,2022
Bangka-Belitung Islands,-2.0149,105.3901,1914,5.21,Rice,4.17,2019
Maluku,-3.2974,127.5136,2930,5.22,Cloves,1.01,2017
South Sulawesi,-2.1567,119.927,2115,5.5,Corn,4.15,2022
North Kalimantan,3.7449,116.6218,2886,5.47,Palm Oil,3.55,2021
West Sumatra,-1.1004,98.9545,2280,4.89,Tea,1.76,2023
Bangka-Belitung Islands,-2.7902,106.0221,1937,6.06,Pepper,1.21,2019
Papua,-3.4029,140.8429,3586,5.45,Cassava,11.1,2018
Gorontalo,0.3901,123.3719,2262,6.11,Cashew,0.92,2020
